filename,label,good_hits,bad_hits,good_terms_found,bad_terms_found
/home/droski/Desktop/School/Fall25/Capstone/data/ENGINEERING/32985311.pdf,ENGINEERING,14,0,"delivered, implemented, lead, python, r, senior, sql, tableau",
/home/droski/Desktop/School/Fall25/Capstone/data/ENGINEERING/55953734.pdf,ENGINEERING,13,0,"delivered, designed, implemented, lead, manager, python, statistics",
/home/droski/Desktop/School/Fall25/Capstone/data/ENGINEERING/13264796.pdf,ENGINEERING,23,0,"communication, designed, implemented, lead, manager, r",
/home/droski/Desktop/School/Fall25/Capstone/data/ENGINEERING/12472574.pdf,ENGINEERING,32,0,"communication, designed, java, javascript, lead, leadership, linux, manager, problem solving, senior, sql",
/home/droski/Desktop/School/Fall25/Capstone/data/ENGINEERING/19124258.pdf,ENGINEERING,5,0,"implemented, manager, senior",
/home/droski/Desktop/School/Fall25/Capstone/data/ENGINEERING/16803215.pdf,ENGINEERING,4,2,"communication, delivered, java","hardworking, tried"
/home/droski/Desktop/School/Fall25/Capstone/data/ENGINEERING/54227873.pdf,ENGINEERING,9,1,"designed, java, leadership, linux, problem solving, python",ms word
/home/droski/Desktop/School/Fall25/Capstone/data/ENGINEERING/21807224.pdf,ENGINEERING,6,0,"aws, lead, manager",
/home/droski/Desktop/School/Fall25/Capstone/data/ENGINEERING/38314236.pdf,ENGINEERING,5,0,"designed, lead, leadership",
/home/droski/Desktop/School/Fall25/Capstone/data/ENGINEERING/64755882.pdf,ENGINEERING,7,0,"communication, designed, implemented, linux, optimized, senior",
/home/droski/Desktop/School/Fall25/Capstone/data/ENGINEERING/28923650.pdf,ENGINEERING,5,0,"designed, machine learning, senior, statistics",
/home/droski/Desktop/School/Fall25/Capstone/data/ENGINEERING/23497307.pdf,ENGINEERING,21,0,"achieved, communication, jira, leadership, manager",
/home/droski/Desktop/School/Fall25/Capstone/data/ENGINEERING/11981094.pdf,ENGINEERING,14,1,"achieved, communication, delivered, designed, implemented, javascript, manager",helped with
/home/droski/Desktop/School/Fall25/Capstone/data/ENGINEERING/27756469.pdf,ENGINEERING,7,0,"expert, lead, leadership, manager, problem solving",
