filename,label,good_hits,bad_hits,good_terms_found,bad_terms_found
/home/droski/Desktop/School/Fall25/Capstone/data/CONSULTANT/15602094.pdf,CONSULTANT,24,0,"achieved, communication, designed, expert, implemented, javascript, lead, linux, problem solving, sql",
/home/droski/Desktop/School/Fall25/Capstone/data/CONSULTANT/25213006.pdf,CONSULTANT,5,0,"communication, manager",
/home/droski/Desktop/School/Fall25/Capstone/data/CONSULTANT/37818861.pdf,CONSULTANT,6,0,"communication, leadership, manager",
/home/droski/Desktop/School/Fall25/Capstone/data/CONSULTANT/29297393.pdf,CONSULTANT,15,1,"communication, delivered, designed, expert, implemented, lead, manager, senior",ms word
/home/droski/Desktop/School/Fall25/Capstone/data/CONSULTANT/22351830.pdf,CONSULTANT,29,0,"confluence, designed, git, implemented, java, javascript, jira, linux, scala, senior",
/home/droski/Desktop/School/Fall25/Capstone/data/CONSULTANT/14346702.pdf,CONSULTANT,1,0,communication,
/home/droski/Desktop/School/Fall25/Capstone/data/CONSULTANT/29770086.pdf,CONSULTANT,7,0,"communication, designed, implemented, jira, lead, manager",
/home/droski/Desktop/School/Fall25/Capstone/data/CONSULTANT/12526702.pdf,CONSULTANT,10,1,"designed, expert, implemented, leadership, problem solving, statistics",ms word
/home/droski/Desktop/School/Fall25/Capstone/data/CONSULTANT/11835339.pdf,CONSULTANT,5,0,"implemented, manager",
/home/droski/Desktop/School/Fall25/Capstone/data/CONSULTANT/13313917.pdf,CONSULTANT,8,0,"achieved, delivered, designed, lead, leadership, manager",
/home/droski/Desktop/School/Fall25/Capstone/data/CONSULTANT/15119529.pdf,CONSULTANT,15,0,"achieved, communication, implemented, lead, manager, senior",
/home/droski/Desktop/School/Fall25/Capstone/data/CONSULTANT/24828381.pdf,CONSULTANT,6,0,"achieved, communication, designed, implemented, manager",
/home/droski/Desktop/School/Fall25/Capstone/data/CONSULTANT/15083600.pdf,CONSULTANT,7,0,"delivered, designed, expert, python, senior, sql",
/home/droski/Desktop/School/Fall25/Capstone/data/CONSULTANT/38399177.pdf,CONSULTANT,4,0,"communication, leadership, manager",
/home/droski/Desktop/School/Fall25/Capstone/data/CONSULTANT/28951817.pdf,CONSULTANT,7,0,"5+ years, communication, sql, statistics",
/home/droski/Desktop/School/Fall25/Capstone/data/CONSULTANT/26234972.pdf,CONSULTANT,1,4,communication,ms word
/home/droski/Desktop/School/Fall25/Capstone/data/CONSULTANT/88691367.pdf,CONSULTANT,6,0,"lead, leadership, senior",
/home/droski/Desktop/School/Fall25/Capstone/data/CONSULTANT/38896303.pdf,CONSULTANT,12,0,"communication, designed, expert, lead, manager",
/home/droski/Desktop/School/Fall25/Capstone/data/CONSULTANT/31217840.pdf,CONSULTANT,17,0,"achieved, communication, designed, implemented, lead, manager, senior, sql",
/home/droski/Desktop/School/Fall25/Capstone/data/CONSULTANT/11020140.pdf,CONSULTANT,8,0,"communication, designed, leadership, problem solving",
/home/droski/Desktop/School/Fall25/Capstone/data/CONSULTANT/27096471.pdf,CONSULTANT,14,0,"communication, designed, implemented, leadership, manager, senior",
/home/droski/Desktop/School/Fall25/Capstone/data/CONSULTANT/31016926.pdf,CONSULTANT,10,0,"lead, leadership, manager, senior",
/home/droski/Desktop/School/Fall25/Capstone/data/CONSULTANT/95792386.pdf,CONSULTANT,18,0,"communication, designed, expert, implemented, manager, problem solving, senior, sql",
/home/droski/Desktop/School/Fall25/Capstone/data/CONSULTANT/31169070.pdf,CONSULTANT,25,0,"designed, implemented, lead, leadership, manager, senior, sql",
/home/droski/Desktop/School/Fall25/Capstone/data/CONSULTANT/21366189.pdf,CONSULTANT,17,0,"aws, communication, implemented, linux, manager, pmp, senior, sql",
/home/droski/Desktop/School/Fall25/Capstone/data/CONSULTANT/16964217.pdf,CONSULTANT,1,0,communication,
/home/droski/Desktop/School/Fall25/Capstone/data/CONSULTANT/15433732.pdf,CONSULTANT,14,0,"delivered, implemented, javascript, manager",
/home/droski/Desktop/School/Fall25/Capstone/data/CONSULTANT/22571461.pdf,CONSULTANT,4,0,leadership,
/home/droski/Desktop/School/Fall25/Capstone/data/CONSULTANT/29196643.pdf,CONSULTANT,15,0,"communication, implemented, java, leadership, linux, manager, sql",
/home/droski/Desktop/School/Fall25/Capstone/data/CONSULTANT/73075521.pdf,CONSULTANT,14,0,"delivered, expert, lead, leadership, manager, r, senior",
/home/droski/Desktop/School/Fall25/Capstone/data/CONSULTANT/13586069.pdf,CONSULTANT,14,0,"designed, lead, machine learning, manager, pmp, senior, sql, tableau",
/home/droski/Desktop/School/Fall25/Capstone/data/CONSULTANT/22556198.pdf,CONSULTANT,5,0,"communication, delivered, implemented, leadership",
/home/droski/Desktop/School/Fall25/Capstone/data/CONSULTANT/18227306.pdf,CONSULTANT,7,0,"designed, expert, implemented, manager",
/home/droski/Desktop/School/Fall25/Capstone/data/CONSULTANT/25694422.pdf,CONSULTANT,1,0,communication,
/home/droski/Desktop/School/Fall25/Capstone/data/CONSULTANT/21512769.pdf,CONSULTANT,0,0,,
/home/droski/Desktop/School/Fall25/Capstone/data/CONSULTANT/51724595.pdf,CONSULTANT,9,0,"communication, delivered, implemented, java, leadership, sql",
/home/droski/Desktop/School/Fall25/Capstone/data/CONSULTANT/33919379.pdf,CONSULTANT,0,0,,
/home/droski/Desktop/School/Fall25/Capstone/data/CONSULTANT/26167298.pdf,CONSULTANT,32,0,"achieved, communication, delivered, implemented, lead, leadership, manager, r, senior",
/home/droski/Desktop/School/Fall25/Capstone/data/CONSULTANT/26291616.pdf,CONSULTANT,15,0,"aws, designed, implemented, leadership, linux, manager, sql",
/home/droski/Desktop/School/Fall25/Capstone/data/CONSULTANT/12897903.pdf,CONSULTANT,6,0,"implemented, manager",
/home/droski/Desktop/School/Fall25/Capstone/data/CONSULTANT/15281412.pdf,CONSULTANT,19,0,"designed, javascript, lead, leadership, sql",
/home/droski/Desktop/School/Fall25/Capstone/data/CONSULTANT/31395742.pdf,CONSULTANT,6,0,"manager, senior",
/home/droski/Desktop/School/Fall25/Capstone/data/CONSULTANT/43378989.pdf,CONSULTANT,6,1,"communication, java, javascript, sql",ms word
/home/droski/Desktop/School/Fall25/Capstone/data/CONSULTANT/71888547.pdf,CONSULTANT,6,0,"leadership, manager, optimized, senior",
/home/droski/Desktop/School/Fall25/Capstone/data/CONSULTANT/38165833.pdf,CONSULTANT,4,0,manager,
/home/droski/Desktop/School/Fall25/Capstone/data/CONSULTANT/13454871.pdf,CONSULTANT,17,0,"communication, designed, implemented, leadership, manager, sql",
/home/droski/Desktop/School/Fall25/Capstone/data/CONSULTANT/24643412.pdf,CONSULTANT,44,0,"delivered, designed, expert, implemented, java, javascript, lead, linux, manager, senior, sql",
/home/droski/Desktop/School/Fall25/Capstone/data/CONSULTANT/31201660.pdf,CONSULTANT,5,0,"leadership, manager",
/home/droski/Desktop/School/Fall25/Capstone/data/CONSULTANT/67406885.pdf,CONSULTANT,7,0,"communication, designed, leadership, optimized, problem solving, senior",
/home/droski/Desktop/School/Fall25/Capstone/data/CONSULTANT/27726066.pdf,CONSULTANT,7,0,"communication, expert, implemented, senior",
